1,0.5,0.080529,ok
1,0.5,0.079231,ok
1,0.5,0.076866,ok
1,0.5,0.075508,ok
1,0.5,0.081489,ok
1,0.5,0.089809,ok
1,0.5,0.076379,ok
1,0.5,0.07523,ok
1,0.5,0.077788,ok
1,0.5,0.071275,ok
1,0.5,0.079724,ok
1,0.5,0.078417,ok
1,0.5,0.076629,ok
1,0.5,0.078983,ok
1,0.5,0.075813,ok
1,0.5,0.083113,ok
1,0.5,0.074581,ok
1,0.5,0.073237,ok
1,0.5,0.077354,ok
1,0.5,0.074553,ok
1,1.0,0.070889,ok
1,1.0,0.070683,ok
1,1.0,0.079944,ok
1,1.0,0.072595,ok
1,1.0,0.078202,ok
1,1.0,0.073492,ok
1,1.0,0.071465,ok
1,1.0,0.078701,ok
1,1.0,0.074255,ok
1,1.0,0.079757,ok
1,1.0,0.073981,ok
1,1.0,0.072657,ok
1,1.0,0.091514,ok
1,1.0,0.076881,ok
1,1.0,0.073024,ok
1,1.0,0.074795,ok
1,1.0,0.071395,ok
1,1.0,0.075679,ok
1,1.0,0.077617,ok
1,1.0,0.072185,ok
1,2.0,0.075568,ok
1,2.0,0.077814,ok
1,2.0,0.080191,ok
1,2.0,0.073915,ok
1,2.0,0.080078,ok
1,2.0,0.075828,ok
1,2.0,0.080125,ok
1,2.0,0.075758,ok
1,2.0,0.079702,ok
1,2.0,0.077606,ok
1,2.0,0.069971,ok
1,2.0,0.078528,ok
1,2.0,0.07461,ok
1,2.0,0.073122,ok
1,2.0,0.076639,ok
1,2.0,0.079908,ok
1,2.0,0.08102,ok
1,2.0,0.08285,ok
1,2.0,0.079787,ok
1,2.0,0.076106,ok
2,0.5,0.375231,ok
2,0.5,0.37588,ok
2,0.5,0.631473,ok
2,0.5,0.597998,ok
2,0.5,0.706492,ok
2,0.5,0.593069,ok
2,0.5,0.591155,ok
2,0.5,0.634813,ok
2,0.5,0.378921,ok
2,0.5,0.271039,ok
2,0.5,0.374771,ok
2,0.5,0.595061,ok
2,0.5,0.486011,ok
2,0.5,0.628881,ok
2,0.5,0.373518,ok
2,0.5,0.267233,ok
2,0.5,0.634338,ok
2,0.5,0.639879,ok
2,0.5,0.377444,ok
2,0.5,0.266797,ok
2,1.0,1.069249,ok
2,1.0,0.704335,ok
2,1.0,1.070625,ok
2,1.0,1.062742,ok
2,1.0,1.068268,ok
2,1.0,0.810013,ok
2,1.0,1.068377,ok
2,1.0,1.063834,ok
2,1.0,1.064099,ok
2,1.0,0.918957,ok
2,1.0,0.91875,ok
2,1.0,1.065063,ok
2,1.0,1.067785,ok
2,1.0,1.064183,ok
2,1.0,1.072474,ok
2,1.0,0.81427,ok
2,1.0,0.815854,ok
2,1.0,1.072401,ok
2,1.0,0.70736,ok
2,1.0,0.81251,ok
2,2.0,1.578207,ok
2,2.0,1.788796,ok
2,2.0,2.049689,ok
2,2.0,2.048751,ok
2,2.0,1.679967,ok
2,2.0,2.051786,ok
2,2.0,2.045176,ok
2,2.0,2.043336,ok
2,2.0,1.787484,ok
2,2.0,2.014664,ok
2,2.0,2.048828,ok
2,2.0,2.007798,ok
2,2.0,1.893281,ok
2,2.0,2.044022,ok
2,2.0,2.043904,ok
2,2.0,2.044742,ok
2,2.0,1.901541,ok
2,2.0,2.043464,ok
2,2.0,1.687933,ok
2,2.0,2.05721,ok
3,0.5,0.548255,ok
3,0.5,0.647732,ok
3,0.5,0.933999,ok
3,0.5,0.714085,ok
3,0.5,0.546431,ok
3,0.5,0.645622,ok
3,0.5,0.825412,ok
3,0.5,0.712833,ok
3,0.5,0.71321,ok
3,0.5,0.936398,ok
3,0.5,0.546844,ok
3,0.5,0.544735,ok
3,0.5,0.824548,ok
3,0.5,0.712977,ok
3,0.5,0.71129,ok
3,0.5,0.71505,ok
3,0.5,0.828928,ok
3,0.5,0.821113,ok
3,0.5,0.56908,ok
3,0.5,0.644262,ok
3,1.0,1.690353,ok
3,1.0,1.091113,ok
3,1.0,1.0922,ok
3,1.0,1.370216,ok
3,1.0,1.911453,ok
3,1.0,1.366078,ok
3,1.0,1.479466,ok
3,1.0,1.801946,ok
3,1.0,1.256586,ok
3,1.0,1.587737,ok
3,1.0,1.258778,ok
3,1.0,1.084342,ok
3,1.0,1.363584,ok
3,1.0,1.800284,ok
3,1.0,1.255182,ok
3,1.0,1.473884,ok
3,1.0,1.08105,ok
3,1.0,1.692016,ok
3,1.0,1.090934,ok
3,1.0,1.088132,ok
3,2.0,2.092913,ok
3,2.0,3.671447,ok
3,2.0,3.539609,ok
3,2.0,2.05611,ok
3,2.0,3.753478,ok
3,2.0,3.215191,ok
3,2.0,2.071656,ok
3,2.0,3.657325,ok
3,2.0,2.057095,ok
3,2.0,2.058157,ok
3,2.0,2.070617,ok
3,2.0,3.324892,ok
3,2.0,3.322024,ok
3,2.0,3.650756,ok
3,2.0,2.06475,ok
3,2.0,3.975797,ok
3,2.0,2.06379,ok
3,2.0,3.645033,ok
3,2.0,2.067876,ok
3,2.0,2.062175,ok
4,0.5,1.163309,ok
4,0.5,1.160389,ok
4,0.5,0.666458,ok
4,0.5,0.55717,ok
4,0.5,0.948335,ok
4,0.5,1.269625,ok
4,0.5,1.162181,ok
4,0.5,1.270962,ok
4,0.5,0.571146,ok
4,0.5,1.268493,ok
4,0.5,0.558005,ok
4,0.5,1.100328,ok
4,0.5,1.052171,ok
4,0.5,1.049625,ok
4,0.5,1.265241,ok
4,0.5,1.488579,ok
4,0.5,1.153544,ok
4,0.5,1.100699,ok
4,0.5,1.373533,ok
4,0.5,0.560256,ok
4,1.0,2.365885,ok
4,1.0,1.486712,ok
4,1.0,2.354552,ok
4,1.0,1.38129,ok
4,1.0,2.084676,ok
4,1.0,2.073906,ok
4,1.0,1.098234,ok
4,1.0,2.07673,ok
4,1.0,2.576355,ok
4,1.0,2.080749,ok
4,1.0,2.569356,ok
4,1.0,1.104143,ok
4,1.0,1.704362,ok
4,1.0,2.089264,ok
4,1.0,2.085553,ok
4,1.0,1.709652,ok
4,1.0,1.382405,ok
4,1.0,2.081556,ok
4,1.0,2.079652,ok
4,1.0,1.710013,ok
4,2.0,3.550069,ok
4,2.0,3.441663,ok
4,2.0,3.66546,ok
4,2.0,3.661801,ok
4,2.0,3.763482,ok
4,2.0,3.879351,ok
4,2.0,5.280642,ok
