0.1,5.0,2.5,0.37166666666666665,0.37166666666666665,0.07856962780269058
0.1,5.0,2.5,0.38333333333333336,0.38333333333333336,0.07972517391304351
0.1,5.0,2.5,0.38,0.38166666666666665,0.1159824912280702
0.1,5.0,2.5,0.3383333333333333,0.3383333333333333,0.07673303448275862
0.1,5.0,2.5,0.37666666666666665,0.37666666666666665,0.0810740353982301
0.1,5.0,2.5,0.29,0.29,0.07826818390804598
0.1,5.0,2.5,0.3333333333333333,0.3333333333333333,0.08090280999999999
0.1,5.0,2.5,0.38,0.385,0.09876060526315796
0.1,5.0,2.5,0.3333333333333333,0.3333333333333333,0.08064105500000009
0.1,5.0,2.5,0.37833333333333335,0.37833333333333335,0.0797508325991189
0.1,5.0,2.5,0.38,0.38,0.08119850438596496
0.1,5.0,2.5,0.37666666666666665,0.38,0.08262107079646022
0.1,5.0,2.5,0.37833333333333335,0.37833333333333335,0.08095038325991186
0.1,5.0,2.5,0.38666666666666666,0.38666666666666666,0.08305983189655175
0.1,5.0,2.5,0.37833333333333335,0.37833333333333335,0.08076039207048458
0.1,5.0,2.5,0.37333333333333335,0.375,0.07992173660714288
0.1,5.0,2.5,0.335,0.335,0.07978170149253731
0.1,5.0,2.5,0.37666666666666665,0.37666666666666665,0.08009066814159298
0.1,5.0,2.5,0.37333333333333335,0.375,0.08336080357142857
0.1,5.0,2.5,0.37833333333333335,0.37833333333333335,0.08218331277533035
0.1,5.0,4.5,0.67,0.6733333333333333,0.06802977611940302
0.1,5.0,4.5,0.525,0.525,0.07007756507936512
0.1,5.0,4.5,0.68,0.68,0.06752083088235292
0.1,5.0,4.5,0.6783333333333333,0.6783333333333333,0.0688578771498772
0.1,5.0,4.5,0.6,0.6,0.06676797777777772
0.1,5.0,4.5,0.6766666666666666,0.6766666666666666,0.0680060812807882
0.1,5.0,4.5,0.6733333333333333,0.6766666666666666,0.06822417079207925
0.1,5.0,4.5,0.6783333333333333,0.68,0.07982461670761667
0.1,5.0,4.5,0.67,0.6733333333333333,0.06734708208955222
0.1,5.0,4.5,0.6,0.6016666666666667,0.09122996666666665
0.1,5.0,4.5,0.6766666666666666,0.6766666666666666,0.06906319950738919
0.1,5.0,4.5,0.6816666666666666,0.6816666666666666,0.0685801931540342
0.1,5.0,4.5,0.6716666666666666,0.6733333333333333,0.07560253349875931
0.1,5.0,4.5,0.675,0.675,0.06815232098765425
0.1,5.0,4.5,0.6783333333333333,0.6783333333333333,0.06715610319410321
0.1,5.0,4.5,0.67,0.6733333333333333,0.06817850248756221
0.1,5.0,4.5,0.5283333333333333,0.5283333333333333,0.06647585804416402
0.1,5.0,4.5,0.6,0.6016666666666667,0.06653455000000012
0.1,5.0,4.5,0.6816666666666666,0.6816666666666666,0.06765356723716383
0.1,5.0,4.5,0.6766666666666666,0.6766666666666666,0.0670343177339901
0.1,5.0,5.0,0.75,0.75,0.06621585555555554
0.1,5.0,5.0,0.75,0.755,0.06818900444444442
0.1,5.0,5.0,0.7533333333333333,0.7533333333333333,0.06511758407079644
0.1,5.0,5.0,0.7516666666666667,0.7516666666666667,0.06463779822616408
0.1,5.0,5.0,0.7533333333333333,0.755,0.07495776548672563
0.1,5.0,5.0,0.7483333333333333,0.7516666666666667,0.0672495946547884
0.1,5.0,5.0,0.7466666666666667,0.7516666666666667,0.06699161383928569
0.1,5.0,5.0,0.6683333333333333,0.67,0.07458335411471323
0.1,5.0,5.0,0.67,0.67,0.06703493781094524
0.1,5.0,5.0,0.7516666666666667,0.7516666666666667,0.06705400886917959
0.1,5.0,5.0,0.7483333333333333,0.75,0.06557898886414251
0.1,5.0,5.0,0.7583333333333333,0.7583333333333333,0.06668576923076924
0.1,5.0,5.0,0.6716666666666666,0.6716666666666666,0.06941514143920595
0.1,5.0,5.0,0.7516666666666667,0.7516666666666667,0.06457880044345904
0.1,5.0,5.0,0.7533333333333333,0.7533333333333333,0.06561977433628322
0.1,5.0,5.0,0.665,0.6666666666666666,0.0978214711779448
0.1,5.0,5.0,0.6683333333333333,0.6683333333333333,0.06431741147132163
0.1,5.0,5.0,0.755,0.7566666666666667,0.06617552097130244
0.1,5.0,5.0,0.7516666666666667,0.7516666666666667,0.06599137472283816
0.1,5.0,5.0,0.755,0.755,0.06668308609271523
